dataset,model,run,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
LSST,1d_conv_circular_conv_isolated_sinusoidal,4,,,,,2.6021,0.0953,0.199,6,14,36,1967,2466,492,1,31.17
LSST,linear_additive_sinusoidal,5,,0.4362,1.8798,0.4512,,0.444,0.1942,6,14,36,1967,2466,492,31,41.37
LSST,linear_additive_isolated_sinusoidal,5,,0.395,1.9471,0.4065,,0.4071,0.1943,6,14,36,1967,2466,492,31,40.92
LSST,1d_conv_additive_sinusoidal,5,,,,,,0.3029,0.1978,6,14,36,1967,2466,492,1,29.25
LSST,linear_component_wise_sinusoidal,5,0.9693,0.6716,1.1909,0.6179,1.2324,0.5852,0.1954,6,14,36,1967,2466,492,96,63.78
LSST,1d_conv_component_wise_sinusoidal,5,0.7974,0.7341,1.2719,0.6321,1.1788,0.6151,0.1992,6,14,36,1967,2466,492,98,65.69
LSST,linear_circular_conv_sinusoidal,5,,,,,2.7321,0.0223,0.1952,6,14,36,1967,2466,492,1,31.67
LSST,1d_conv_circular_conv_sinusoidal,5,0.9032,0.694,1.2743,0.5955,1.2696,0.5973,0.1992,6,14,36,1967,2466,492,100,65.92
LSST,1d_conv_circular_conv_isolated_sinusoidal,5,1.1359,0.6243,1.3467,0.561,1.3028,0.5701,0.1992,6,14,36,1967,2466,492,77,62.7
FingerMovements,linear_additive_sinusoidal,1,,,,,0.7405,0.44,0.204,28,2,50,252,100,64,1,21.93
FingerMovements,linear_additive_isolated_sinusoidal,1,,,,,0.6738,0.62,0.2041,28,2,50,252,100,64,1,22.46
FingerMovements,1d_conv_additive_sinusoidal,1,,,,,0.7117,0.43,0.2186,28,2,50,252,100,64,1,21.81
FingerMovements,linear_component_wise_sinusoidal,1,,,,,0.7409,0.43,0.2053,28,2,50,252,100,64,1,22.88
FingerMovements,1d_conv_component_wise_sinusoidal,1,0.6352,0.6627,0.7498,0.5625,0.7557,0.47,0.22,28,2,50,252,100,64,13,26.69
FingerMovements,linear_circular_conv_sinusoidal,1,0.6271,0.6508,0.7374,0.5781,0.7723,0.44,0.2055,28,2,50,252,100,64,13,26.85
FingerMovements,1d_conv_circular_conv_sinusoidal,1,0.6713,0.6032,0.707,0.5781,0.7354,0.48,0.2217,28,2,50,252,100,64,17,27.68
FingerMovements,1d_conv_circular_conv_isolated_sinusoidal,1,0.6386,0.6627,0.7531,0.5469,0.7272,0.5,0.22,28,2,50,252,100,64,12,27.29
FingerMovements,linear_additive_sinusoidal,2,,,,,0.7082,0.57,0.204,28,2,50,252,100,64,1,22.28
FingerMovements,linear_additive_isolated_sinusoidal,2,0.629,0.6865,0.7153,0.6094,0.739,0.5,0.2061,28,2,50,252,100,64,17,26.61
FingerMovements,1d_conv_additive_sinusoidal,2,,,,,0.7341,0.52,0.2186,28,2,50,252,100,64,1,22.45
FingerMovements,linear_component_wise_sinusoidal,2,,,,,0.7539,0.47,0.2053,28,2,50,252,100,64,1,22.77
FingerMovements,1d_conv_component_wise_sinusoidal,2,,,,,0.6996,0.47,0.2197,28,2,50,252,100,64,1,23.13
FingerMovements,linear_circular_conv_sinusoidal,2,0.6115,0.7064,0.7629,0.5625,0.7354,0.54,0.2055,28,2,50,252,100,64,15,27.59
FingerMovements,1d_conv_circular_conv_sinusoidal,2,0.6374,0.6587,0.7619,0.5469,0.6833,0.62,0.2197,28,2,50,252,100,64,13,27.18
FingerMovements,1d_conv_circular_conv_isolated_sinusoidal,2,0.6245,0.6587,0.7512,0.5625,0.7347,0.5,0.22,28,2,50,252,100,64,16,27.38
FingerMovements,linear_additive_sinusoidal,3,0.6437,0.6231,0.7369,0.5625,0.7254,0.51,0.2061,28,2,50,252,100,64,12,26.09
FingerMovements,linear_additive_isolated_sinusoidal,3,,,,,0.6957,0.55,0.2041,28,2,50,252,100,64,1,21.8
FingerMovements,1d_conv_additive_sinusoidal,3,,,,,0.7012,0.52,0.2186,28,2,50,252,100,64,1,22.06
FingerMovements,linear_component_wise_sinusoidal,3,,,,,0.6888,0.58,0.2053,28,2,50,252,100,64,1,22.48
FingerMovements,1d_conv_component_wise_sinusoidal,3,0.6257,0.6706,0.7068,0.6094,0.7228,0.44,0.2217,28,2,50,252,100,64,19,28.09
FingerMovements,linear_circular_conv_sinusoidal,3,0.6507,0.6468,0.7593,0.5469,0.7536,0.45,0.2072,28,2,50,252,100,64,12,26.3
FingerMovements,1d_conv_circular_conv_sinusoidal,3,0.6818,0.5754,0.6984,0.5625,0.7008,0.51,0.2197,28,2,50,252,100,64,13,26.92
FingerMovements,1d_conv_circular_conv_isolated_sinusoidal,3,,,,,0.7038,0.51,0.2198,28,2,50,252,100,64,1,23.38
FingerMovements,linear_additive_sinusoidal,4,0.6644,0.6071,0.7358,0.5625,0.7071,0.52,0.2061,28,2,50,252,100,64,18,26.84
FingerMovements,linear_additive_isolated_sinusoidal,4,0.6298,0.6746,0.7188,0.5625,0.7205,0.51,0.2061,28,2,50,252,100,64,19,26.9
FingerMovements,1d_conv_additive_sinusoidal,4,,,,,0.7055,0.43,0.2186,28,2,50,252,100,64,1,22.08
FingerMovements,linear_component_wise_sinusoidal,4,,,,,0.6803,0.56,0.2053,28,2,50,252,100,64,1,22.92
FingerMovements,1d_conv_component_wise_sinusoidal,4,0.6203,0.6825,0.7415,0.5469,0.7478,0.5,0.22,28,2,50,252,100,64,16,27.55
FingerMovements,linear_circular_conv_sinusoidal,4,0.6426,0.6389,0.7611,0.5781,0.7357,0.5,0.2072,28,2,50,252,100,64,12,26.47
FingerMovements,1d_conv_circular_conv_sinusoidal,4,0.6265,0.6627,0.7557,0.5625,0.7494,0.46,0.2197,28,2,50,252,100,64,13,26.92
FingerMovements,1d_conv_circular_conv_isolated_sinusoidal,4,,,,,0.6866,0.62,0.2198,28,2,50,252,100,64,1,23.58
FingerMovements,linear_additive_sinusoidal,5,,,,,0.7433,0.51,0.204,28,2,50,252,100,64,1,22.51
FingerMovements,linear_additive_isolated_sinusoidal,5,,,,,0.7102,0.57,0.2041,28,2,50,252,100,64,1,22.62
FingerMovements,1d_conv_additive_sinusoidal,5,,,,,0.6951,0.51,0.2186,28,2,50,252,100,64,1,22.96
FingerMovements,linear_component_wise_sinusoidal,5,0.6401,0.6786,0.7453,0.5469,0.7327,0.52,0.2072,28,2,50,252,100,64,15,27.66
FingerMovements,1d_conv_component_wise_sinusoidal,5,0.689,0.5357,0.7115,0.5938,0.7761,0.44,0.2217,28,2,50,252,100,64,17,27.59
FingerMovements,linear_circular_conv_sinusoidal,5,0.7098,0.4682,0.6917,0.5938,0.7223,0.41,0.2072,28,2,50,252,100,64,12,26.8
FingerMovements,1d_conv_circular_conv_sinusoidal,5,0.5959,0.7222,0.7752,0.5625,0.7268,0.54,0.22,28,2,50,252,100,64,15,27.36
FingerMovements,1d_conv_circular_conv_isolated_sinusoidal,5,0.6481,0.6627,0.7566,0.5625,0.761,0.45,0.2217,28,2,50,252,100,64,14,27.09
MotorImagery,linear_additive_sinusoidal,1,0.683,0.5631,0.6838,0.6071,0.7081,0.62,1.6621,64,2,3000,222,100,56,12,97.49
MotorImagery,linear_additive_isolated_sinusoidal,1,0.6847,0.5135,0.6803,0.6607,0.7001,0.49,1.6622,64,2,3000,222,100,56,13,100.29
MotorImagery,1d_conv_additive_sinusoidal,1,,,,,,0.57,1.6922,64,2,3000,222,100,56,1,58.58
MotorImagery,linear_component_wise_sinusoidal,1,0.4345,0.8063,0.9983,0.6429,0.8322,0.6,1.6616,64,2,3000,222,100,56,13,102.46
MotorImagery,1d_conv_component_wise_sinusoidal,1,0.4951,0.7613,0.8879,0.625,0.79,0.59,1.6937,64,2,3000,222,100,56,12,99.13
MotorImagery,linear_circular_conv_sinusoidal,1,0.6825,0.5901,0.6977,0.6071,0.6902,0.51,1.6633,64,2,3000,222,100,56,13,103.47
MotorImagery,1d_conv_circular_conv_sinusoidal,1,0.6808,0.5811,0.7149,0.5714,0.6736,0.6,1.6954,64,2,3000,222,100,56,12,99.31
MotorImagery,1d_conv_circular_conv_isolated_sinusoidal,1,0.6892,0.5811,0.681,0.5714,0.7078,0.45,1.6954,64,2,3000,222,100,56,13,103.74
MotorImagery,linear_additive_sinusoidal,2,0.6802,0.5676,0.6574,0.6607,0.7248,0.46,1.6621,64,2,3000,222,100,56,18,119.22
MotorImagery,linear_additive_isolated_sinusoidal,2,,,,,0.6648,0.63,1.6602,64,2,3000,222,100,56,1,56.62
MotorImagery,1d_conv_additive_sinusoidal,2,0.5477,0.7613,0.7569,0.625,,0.49,1.6942,64,2,3000,222,100,56,13,105.29
MotorImagery,linear_component_wise_sinusoidal,2,0.5983,0.7072,0.8243,0.625,0.6762,0.59,1.6633,64,2,3000,222,100,56,13,102.5
MotorImagery,1d_conv_component_wise_sinusoidal,2,0.6809,0.6081,0.7076,0.5179,0.7105,0.51,1.6934,64,2,3000,222,100,56,13,102.81
MotorImagery,linear_circular_conv_sinusoidal,2,0.6796,0.5766,0.7022,0.5893,0.6852,0.56,1.6633,64,2,3000,222,100,56,13,103.31
MotorImagery,1d_conv_circular_conv_sinusoidal,2,0.6433,0.5991,0.7515,0.5893,0.6694,0.59,1.6937,64,2,3000,222,100,56,14,107.47
MotorImagery,1d_conv_circular_conv_isolated_sinusoidal,2,0.6925,0.5496,0.6838,0.625,0.715,0.44,1.6954,64,2,3000,222,100,56,13,103.09
MotorImagery,linear_additive_sinusoidal,3,0.6882,0.5135,0.6663,0.6429,0.7184,0.48,1.6621,64,2,3000,222,100,56,15,107.61
MotorImagery,linear_additive_isolated_sinusoidal,3,0.6725,0.5946,0.666,0.625,0.7353,0.5,1.6622,64,2,3000,222,100,56,15,108.07
MotorImagery,1d_conv_additive_sinusoidal,3,,,,,,0.56,1.6922,64,2,3000,222,100,56,1,58.14
MotorImagery,linear_component_wise_sinusoidal,3,0.4208,0.8108,1.1495,0.6071,0.9683,0.46,1.6616,64,2,3000,222,100,56,12,99.63
MotorImagery,1d_conv_component_wise_sinusoidal,3,0.6312,0.6396,0.8128,0.5179,0.7325,0.56,1.6954,64,2,3000,222,100,56,12,98.93
MotorImagery,linear_circular_conv_sinusoidal,3,0.6662,0.5946,0.7078,0.6071,0.6914,0.54,1.6616,64,2,3000,222,100,56,14,105.76
MotorImagery,1d_conv_circular_conv_sinusoidal,3,0.6758,0.5991,0.6954,0.5714,0.7029,0.44,1.6954,64,2,3000,222,100,56,12,100.5
MotorImagery,1d_conv_circular_conv_isolated_sinusoidal,3,0.6714,0.6171,0.7086,0.5893,0.6876,0.6,1.6954,64,2,3000,222,100,56,12,100.41
MotorImagery,linear_additive_sinusoidal,4,0.5649,0.6937,0.7619,0.625,,0.51,1.6604,64,2,3000,222,100,56,15,108.73
MotorImagery,linear_additive_isolated_sinusoidal,4,0.6804,0.5631,0.6644,0.6964,0.7266,0.48,1.6622,64,2,3000,222,100,56,14,104.52
MotorImagery,1d_conv_additive_sinusoidal,4,0.6774,0.5766,0.6864,0.6429,,0.47,1.6942,64,2,3000,222,100,56,12,101.6
MotorImagery,linear_component_wise_sinusoidal,4,0.6953,0.527,0.6867,0.6071,0.6958,0.45,1.6633,64,2,3000,222,100,56,13,102.21
MotorImagery,1d_conv_component_wise_sinusoidal,4,0.637,0.6216,0.7768,0.6071,0.6782,0.57,1.6954,64,2,3000,222,100,56,13,102.32
MotorImagery,linear_circular_conv_sinusoidal,4,0.6483,0.6126,0.7455,0.6071,0.7722,0.47,1.6616,64,2,3000,222,100,56,15,110.37
MotorImagery,1d_conv_circular_conv_sinusoidal,4,0.6941,0.5766,0.6916,0.5536,0.7045,0.43,1.6954,64,2,3000,222,100,56,13,104.64
MotorImagery,1d_conv_circular_conv_isolated_sinusoidal,4,0.6881,0.5586,0.6909,0.5893,0.696,0.48,1.6954,64,2,3000,222,100,56,13,104.08
MotorImagery,linear_additive_sinusoidal,5,0.6925,0.5631,0.6863,0.5714,0.7077,0.53,1.6621,64,2,3000,222,100,56,13,101.43
MotorImagery,linear_additive_isolated_sinusoidal,5,0.6113,0.6667,0.6979,0.6429,0.9697,0.59,1.6622,64,2,3000,222,100,56,13,101.13
MotorImagery,1d_conv_additive_sinusoidal,5,,,,,,0.45,1.6922,64,2,3000,222,100,56,1,59.4
MotorImagery,linear_component_wise_sinusoidal,5,0.6096,0.6802,0.812,0.5893,0.7014,0.57,1.6616,64,2,3000,222,100,56,13,102.99
MotorImagery,1d_conv_component_wise_sinusoidal,5,0.581,0.7027,0.8274,0.625,0.6878,0.59,1.6937,64,2,3000,222,100,56,13,102.98
MotorImagery,linear_circular_conv_sinusoidal,5,0.6952,0.5135,0.6884,0.5714,0.7092,0.42,1.6633,64,2,3000,222,100,56,15,111.44
MotorImagery,1d_conv_circular_conv_sinusoidal,5,0.7053,0.527,0.6854,0.5714,0.7039,0.53,1.6954,64,2,3000,222,100,56,13,103.52
MotorImagery,1d_conv_circular_conv_isolated_sinusoidal,5,0.6916,0.5135,0.6851,0.6071,0.7011,0.45,1.6954,64,2,3000,222,100,56,15,111.05
SelfRegulationSCP1,linear_additive_sinusoidal,1,0.3826,0.8037,0.3703,0.8519,0.4267,0.7918,0.4207,6,2,896,214,293,54,31,48.49
SelfRegulationSCP1,linear_additive_isolated_sinusoidal,1,0.401,0.8225,0.4287,0.7963,0.4449,0.7781,0.4207,6,2,896,214,293,54,32,48.89
SelfRegulationSCP1,1d_conv_additive_sinusoidal,1,,,,,0.6201,0.6553,0.4241,6,2,896,214,293,54,1,36.03
SelfRegulationSCP1,linear_component_wise_sinusoidal,1,0.4472,0.8131,0.3727,0.8333,0.4846,0.7611,0.4218,6,2,896,214,293,54,31,42.41
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,1,0.3025,0.8505,0.3901,0.8333,0.3543,0.8328,0.4256,6,2,896,214,293,54,38,54.92
SelfRegulationSCP1,linear_circular_conv_sinusoidal,1,0.4163,0.799,0.3408,0.8333,0.4012,0.8089,0.4218,6,2,896,214,293,54,45,58.15
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,1,,,,,0.7424,0.273,0.4253,6,2,896,214,293,54,1,38.67
SelfRegulationSCP1,1d_conv_circular_conv_isolated_sinusoidal,1,,,,,0.6532,0.7645,0.4254,6,2,896,214,293,54,1,38.96
SelfRegulationSCP1,linear_additive_sinusoidal,2,0.3539,0.8458,0.3444,0.8889,0.5101,0.7748,0.4207,6,2,896,214,293,54,54,57.15
SelfRegulationSCP1,linear_additive_isolated_sinusoidal,2,0.46,0.8131,0.4131,0.8148,0.4975,0.744,0.4207,6,2,896,214,293,54,33,49.37
SelfRegulationSCP1,1d_conv_additive_sinusoidal,2,,,,,0.6256,0.6416,0.4241,6,2,896,214,293,54,1,35.21
SelfRegulationSCP1,linear_component_wise_sinusoidal,2,0.2039,0.9112,0.6493,0.8334,0.3905,0.8362,0.4218,6,2,896,214,293,54,30,40.72
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,2,,,,,0.7213,0.4915,0.4254,6,2,896,214,293,54,1,38.15
SelfRegulationSCP1,linear_circular_conv_sinusoidal,2,,,,,0.725,0.2423,0.4216,6,2,896,214,293,54,1,38.74
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,2,0.3963,0.8504,0.3435,0.8704,0.4173,0.8362,0.4256,6,2,896,214,293,54,52,61.68
SelfRegulationSCP1,1d_conv_circular_conv_isolated_sinusoidal,2,,,,,0.6687,0.5802,0.4254,6,2,896,214,293,54,1,39.09
SelfRegulationSCP1,linear_additive_sinusoidal,3,0.3944,0.8177,0.3722,0.8704,0.5254,0.7338,0.4207,6,2,896,214,293,54,40,51.6
SelfRegulationSCP1,linear_additive_isolated_sinusoidal,3,0.3403,0.8691,0.3896,0.7963,0.6931,0.6416,0.4207,6,2,896,214,293,54,39,51.59
SelfRegulationSCP1,1d_conv_additive_sinusoidal,3,0.3415,0.8598,0.2459,0.9074,0.4256,0.8055,0.4244,6,2,896,214,293,54,57,58.37
SelfRegulationSCP1,linear_component_wise_sinusoidal,3,0.488,0.7523,0.4552,0.7963,0.4339,0.8055,0.4235,6,2,896,214,293,54,29,40.33
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,3,,,,,0.702,0.5222,0.4254,6,2,896,214,293,54,1,38.76
SelfRegulationSCP1,linear_circular_conv_sinusoidal,3,,,,,0.7044,0.5017,0.4216,6,2,896,214,293,54,1,38.79
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,3,,,,,0.6814,0.5017,0.4253,6,2,896,214,293,54,1,39.05
SelfRegulationSCP1,1d_conv_circular_conv_isolated_sinusoidal,3,,,,,0.6947,0.4881,0.4254,6,2,896,214,293,54,1,39.17
SelfRegulationSCP1,linear_additive_sinusoidal,4,,,,,0.6854,0.6792,0.4204,6,2,896,214,293,54,1,35.83
SelfRegulationSCP1,linear_additive_isolated_sinusoidal,4,0.4053,0.8365,0.3418,0.8519,0.4564,0.8021,0.4207,6,2,896,214,293,54,32,48.99
SelfRegulationSCP1,1d_conv_additive_sinusoidal,4,0.4002,0.8037,0.3408,0.9074,0.9022,0.5802,0.4244,6,2,896,214,293,54,40,52.06
SelfRegulationSCP1,linear_component_wise_sinusoidal,4,0.4435,0.8131,0.4657,0.7778,0.3904,0.8191,0.4218,6,2,896,214,293,54,19,33.73
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,4,0.4425,0.8037,0.4094,0.7963,0.4296,0.7987,0.4256,6,2,896,214,293,54,41,56.47
SelfRegulationSCP1,linear_circular_conv_sinusoidal,4,0.4441,0.785,0.3615,0.9074,0.4556,0.7884,0.4218,6,2,896,214,293,54,58,63.95
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,4,0.3091,0.8551,0.3141,0.8889,0.5132,0.7747,0.4256,6,2,896,214,293,54,56,63.2
SelfRegulationSCP1,1d_conv_circular_conv_isolated_sinusoidal,4,0.4076,0.799,0.3964,0.8519,0.4193,0.8498,0.4256,6,2,896,214,293,54,39,56.49
SelfRegulationSCP1,linear_additive_sinusoidal,5,,,,,0.659,0.6417,0.4204,6,2,896,214,293,54,1,35.42
SelfRegulationSCP1,linear_additive_isolated_sinusoidal,5,,,,,0.6981,0.4505,0.4204,6,2,896,214,293,54,1,35.6
SelfRegulationSCP1,1d_conv_additive_sinusoidal,5,0.3855,0.8225,0.3608,0.8704,0.3605,0.8396,0.4244,6,2,896,214,293,54,37,51.02
SelfRegulationSCP1,linear_component_wise_sinusoidal,5,0.4757,0.7804,0.4129,0.8333,0.3905,0.8362,0.4218,6,2,896,214,293,54,24,38.12
SelfRegulationSCP1,1d_conv_component_wise_sinusoidal,5,0.3966,0.8131,0.3624,0.8519,0.4026,0.8055,0.4256,6,2,896,214,293,54,34,53.99
SelfRegulationSCP1,linear_circular_conv_sinusoidal,5,0.4715,0.7804,0.3888,0.8519,0.4307,0.8327,0.4218,6,2,896,214,293,54,44,58.09
SelfRegulationSCP1,1d_conv_circular_conv_sinusoidal,5,0.445,0.7897,0.3841,0.8519,0.4124,0.8771,0.4256,6,2,896,214,293,54,44,57.76
SelfRegulationSCP1,1d_conv_circular_conv_isolated_sinusoidal,5,0.4122,0.7944,0.3903,0.8333,0.4497,0.7952,0.4256,6,2,896,214,293,54,42,57.21
Heartbeat,linear_additive_sinusoidal,1,,,,,,0.3366,0.3877,61,2,405,163,205,41,1,32.35
Heartbeat,linear_additive_isolated_sinusoidal,1,,,,,,0.2829,0.3878,61,2,405,163,205,41,1,31.97
Heartbeat,1d_conv_additive_sinusoidal,1,,,,,,0.5025,0.4183,61,2,405,163,205,41,1,32.16
Heartbeat,linear_component_wise_sinusoidal,1,,,,,0.8525,0.2927,0.3889,61,2,405,163,205,41,1,33.48
Heartbeat,1d_conv_component_wise_sinusoidal,1,,,,,0.7024,0.4586,0.4196,61,2,405,163,205,41,1,33.07
Heartbeat,linear_circular_conv_sinusoidal,1,0.4942,0.7301,0.6382,0.7561,0.5237,0.7463,0.3909,61,2,405,163,205,41,12,38.28
Heartbeat,1d_conv_circular_conv_sinusoidal,1,0.7073,0.3927,0.5819,0.7317,0.5984,0.7171,0.4215,61,2,405,163,205,41,12,38.14
Heartbeat,1d_conv_circular_conv_isolated_sinusoidal,1,,,,,0.7591,0.3464,0.4196,61,2,405,163,205,41,1,33.2
Heartbeat,linear_additive_sinusoidal,2,,,,,,0.6781,0.3877,61,2,405,163,205,41,1,32.38
Heartbeat,linear_additive_isolated_sinusoidal,2,,,,,,0.4537,0.3878,61,2,405,163,205,41,1,32.46
Heartbeat,1d_conv_additive_sinusoidal,2,,,,,,0.5951,0.4183,61,2,405,163,205,41,1,32.13
Heartbeat,linear_component_wise_sinusoidal,2,,,,,0.7499,0.317,0.3889,61,2,405,163,205,41,1,33.03
Heartbeat,1d_conv_component_wise_sinusoidal,2,,,,,0.6616,0.6585,0.4196,61,2,405,163,205,41,1,32.99
Heartbeat,linear_circular_conv_sinusoidal,2,0.4516,0.7853,0.7009,0.7561,0.5458,0.7463,0.3892,61,2,405,163,205,41,12,38.67
Heartbeat,1d_conv_circular_conv_sinusoidal,2,0.6611,0.6564,0.5743,0.7317,0.5765,0.722,0.4215,61,2,405,163,205,41,12,38.21
Heartbeat,1d_conv_circular_conv_isolated_sinusoidal,2,0.5648,0.7178,0.5796,0.7317,0.5461,0.7463,0.4216,61,2,405,163,205,41,14,39.3
Heartbeat,linear_additive_sinusoidal,3,,,,,,0.6879,0.3877,61,2,405,163,205,41,1,32.28
Heartbeat,linear_additive_isolated_sinusoidal,3,,0.7055,0.5378,0.7317,,0.6683,0.3878,61,2,405,163,205,41,12,36.78
Heartbeat,1d_conv_additive_sinusoidal,3,,,,,,0.4049,0.4183,61,2,405,163,205,41,1,32.02
Heartbeat,linear_component_wise_sinusoidal,3,0.5196,0.7608,0.5972,0.7317,0.5167,0.7512,0.3909,61,2,405,163,205,41,12,38.66
Heartbeat,1d_conv_component_wise_sinusoidal,3,,,,,0.6207,0.7025,0.4196,61,2,405,163,205,41,1,33.24
Heartbeat,linear_circular_conv_sinusoidal,3,0.6333,0.7178,0.5869,0.7317,0.6422,0.7073,0.3889,61,2,405,163,205,41,12,38.28
Heartbeat,1d_conv_circular_conv_sinusoidal,3,0.6017,0.7178,0.5744,0.7317,0.7268,0.2829,0.4195,61,2,405,163,205,41,13,38.67
Heartbeat,1d_conv_circular_conv_isolated_sinusoidal,3,0.5555,0.7301,0.5737,0.7317,0.5321,0.7366,0.4216,61,2,405,163,205,41,15,39.0
Heartbeat,linear_additive_sinusoidal,4,,0.6013,0.5582,0.7073,,0.6244,0.3877,61,2,405,163,205,41,15,37.8
Heartbeat,linear_additive_isolated_sinusoidal,4,,,,,,0.5561,0.3878,61,2,405,163,205,41,1,31.95
Heartbeat,1d_conv_additive_sinusoidal,4,,,,,,0.4586,0.4183,61,2,405,163,205,41,1,32.39
Heartbeat,linear_component_wise_sinusoidal,4,0.6288,0.7055,0.5948,0.7317,0.5572,0.7122,0.3909,61,2,405,163,205,41,13,38.32
Heartbeat,1d_conv_component_wise_sinusoidal,4,,,,,0.7025,0.5073,0.4196,61,2,405,163,205,41,1,33.04
Heartbeat,linear_circular_conv_sinusoidal,4,0.6195,0.7055,0.6135,0.7317,0.6135,0.722,0.3909,61,2,405,163,205,41,14,39.34
Heartbeat,1d_conv_circular_conv_sinusoidal,4,0.7339,0.3987,0.587,0.7073,0.5538,0.7171,0.4215,61,2,405,163,205,41,12,37.98
Heartbeat,1d_conv_circular_conv_isolated_sinusoidal,4,0.5811,0.7178,0.5868,0.7317,0.5345,0.7463,0.4216,61,2,405,163,205,41,13,38.49
Heartbeat,linear_additive_sinusoidal,5,,,,,,0.6634,0.3877,61,2,405,163,205,41,1,32.42
Heartbeat,linear_additive_isolated_sinusoidal,5,,,,,,0.4732,0.3878,61,2,405,163,205,41,1,32.34
Heartbeat,1d_conv_additive_sinusoidal,5,,,,,,0.5219,0.4183,61,2,405,163,205,41,1,32.19
Heartbeat,linear_component_wise_sinusoidal,5,,,,,0.7589,0.3366,0.3889,61,2,405,163,205,41,1,32.79
Heartbeat,1d_conv_component_wise_sinusoidal,5,,,,,0.8557,0.2878,0.4196,61,2,405,163,205,41,1,33.2
Heartbeat,linear_circular_conv_sinusoidal,5,0.4404,0.816,0.6745,0.7561,0.5526,0.761,0.3892,61,2,405,163,205,41,14,38.92
Heartbeat,1d_conv_circular_conv_sinusoidal,5,0.5852,0.7117,0.5975,0.7317,0.658,0.7268,0.4195,61,2,405,163,205,41,14,39.02
Heartbeat,1d_conv_circular_conv_isolated_sinusoidal,5,0.4882,0.7546,0.63,0.7561,0.507,0.7512,0.4216,61,2,405,163,205,41,12,37.68
SelfRegulationSCP2,linear_additive_sinusoidal,1,,,,,0.7023,0.4945,0.4934,7,2,1152,160,180,40,1,44.97
SelfRegulationSCP2,linear_additive_isolated_sinusoidal,1,0.6835,0.5875,0.6906,0.6,0.6991,0.5389,0.4954,7,2,1152,160,180,40,17,53.56
SelfRegulationSCP2,1d_conv_additive_sinusoidal,1,,,,,0.7217,0.4722,0.4976,7,2,1152,160,180,40,1,48.02
SelfRegulationSCP2,linear_component_wise_sinusoidal,1,,,,,0.6931,0.5444,0.4946,7,2,1152,160,180,40,1,47.22
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,1,0.679,0.575,0.6746,0.625,0.6878,0.5222,0.4991,7,2,1152,160,180,40,15,55.25
SelfRegulationSCP2,linear_circular_conv_sinusoidal,1,,,,,0.6939,0.4833,0.4946,7,2,1152,160,180,40,1,47.26
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,1,,,,,0.6944,0.5278,0.4988,7,2,1152,160,180,40,1,47.81
SelfRegulationSCP2,1d_conv_circular_conv_isolated_sinusoidal,1,0.6654,0.5875,0.6674,0.65,0.6905,0.5389,0.4991,7,2,1152,160,180,40,42,70.29
SelfRegulationSCP2,linear_additive_sinusoidal,2,0.6972,0.5187,0.6953,0.575,0.6873,0.5166,0.4934,7,2,1152,160,180,40,13,52.24
SelfRegulationSCP2,linear_additive_isolated_sinusoidal,2,0.6592,0.6125,0.7339,0.525,0.7178,0.5055,0.4937,7,2,1152,160,180,40,15,52.99
SelfRegulationSCP2,1d_conv_additive_sinusoidal,2,0.6756,0.6125,0.6941,0.575,0.7007,0.5166,0.4976,7,2,1152,160,180,40,13,54.94
SelfRegulationSCP2,linear_component_wise_sinusoidal,2,0.6904,0.5125,0.6799,0.575,0.6886,0.5556,0.4966,7,2,1152,160,180,40,14,54.61
SelfRegulationSCP2,1d_conv_component_wise_sinusoidal,2,,,,,0.6944,0.4889,0.4988,7,2,1152,160,180,40,1,46.84
SelfRegulationSCP2,linear_circular_conv_sinusoidal,2,,,,,0.6919,0.5611,0.4946,7,2,1152,160,180,40,1,47.69
SelfRegulationSCP2,1d_conv_circular_conv_sinusoidal,2,0.6243,0.6313,0.6759,0.65,0.7011,0.55,0.4991,7,2,1152,160,180,40,42,70.41
SelfRegulationSCP2,1d_conv_circular_conv_isolated_sinusoidal,2,,,,,0.6952,0.5,0.4988,7,2,1152,160,180,40,1,48.15
SelfRegulationSCP2,linear_additive_sinusoidal,3,0.6818,0.5312,0.6913,0.625,0.691,0.5055,0.4934,7,2,1152,160,180,40,13,51.54
SelfRegulationSCP2,linear_additive_isolated_sinusoidal,3,0.7138,0.5438,0.6964,0.6,0.6981,0.5,0.4954,7,2,1152,160,180,40,13,52.01
SelfRegulationSCP2,1d_conv_additive_sinusoidal,3,,,,,0.7292,0.4666,0.4976,7,2,1152,160,180,40,1,48.88
SelfRegulationSCP2,linear_component_wise_sinusoidal,3,,,,,0.7086,0.4834,0.4946,7,2,1152,160,180,40,1,47.2
